"Date","Price","Open","High","Low","Vol.","Change %"
"24-08-2020","29.70","30.50","30.50","29.15","2.11M","-3.10%"
"21-08-2020","30.65","31.45","31.80","30.45","2.36M","-2.54%"
"20-08-2020","31.45","31.80","32.60","31.30","2.31M","-2.48%"
"19-08-2020","32.25","30.85","32.25","30.25","2.67M","4.88%"
"18-08-2020","30.75","31.25","31.25","30.50","1.29M","-1.28%"
"17-08-2020","31.15","31.80","31.80","30.60","1.18M","1.96%"
"14-08-2020","30.55","30.85","32.10","29.80","3.79M","-0.33%"
"13-08-2020","30.65","32.00","32.00","30.25","1.89M","-1.76%"
"12-08-2020","31.20","31.50","31.70","30.30","3.96M","-0.32%"
"11-08-2020","31.30","30.40","31.30","29.90","1.06M","4.86%"
"10-08-2020","29.85","28.80","29.85","28.40","1.74M","4.92%"
"07-08-2020","28.45","29.45","29.45","28.05","2.21M","-2.57%"
"06-08-2020","29.20","29.90","30.35","28.80","2.27M","-1.02%"
"05-08-2020","29.50","28.90","29.85","28.55","1.76M","3.51%"
"04-08-2020","28.50","29.00","29.40","28.05","2.27M","-2.06%"
"03-08-2020","29.10","27.05","29.20","26.70","5.14M","4.49%"
"31-07-2020","27.85","28.55","29.15","27.85","2.39M","-4.95%"
"30-07-2020","29.30","30.10","30.85","29.25","3.06M","-4.72%"
"29-07-2020","30.75","28.85","30.75","28.85","2.47M","4.95%"
"28-07-2020","29.30","30.55","31.00","29.10","3.10M","-4.25%"
"27-07-2020","30.60","32.15","32.35","30.55","2.40M","-4.82%"
"24-07-2020","32.15","31.85","33.30","31.10","3.07M","-0.31%"
"23-07-2020","32.25","33.00","33.75","32.15","2.98M","-4.59%"
"22-07-2020","33.80","35.10","35.10","33.80","3.36M","-4.92%"
"21-07-2020","35.55","35.55","35.55","34.40","5.83M","4.87%"
"20-07-2020","33.90","33.90","33.90","33.10","2.15M","4.95%"
"17-07-2020","32.30","30.20","32.30","29.35","3.93M","4.87%"
"16-07-2020","30.80","32.30","32.80","30.80","2.95M","-4.94%"
"15-07-2020","32.40","33.00","35.15","31.85","10.59M","-3.28%"
"14-07-2020","33.50","34.00","34.90","33.50","1.76M","-4.96%"
"13-07-2020","35.25","38.10","38.10","35.25","4.38M","-4.99%"
"10-07-2020","37.10","36.00","38.30","35.60","11.81M","1.64%"
"09-07-2020","36.50","33.10","36.50","33.10","26.73M","4.89%"
"08-07-2020","34.80","34.80","34.80","34.80","314.75K","-4.92%"
"07-07-2020","36.60","36.60","36.60","36.60","355.17K","-4.94%"
"06-07-2020","38.50","38.50","38.50","38.50","690.14K","-4.94%"
"03-07-2020","40.50","44.70","44.70","40.50","13.51M","-4.93%"
"02-07-2020","42.60","42.60","42.60","39.65","9.09M","4.93%"
"01-07-2020","40.60","40.60","40.60","37.10","14.46M","4.91%"
"30-06-2020","38.70","38.70","38.70","38.70","594.77K","4.88%"
"29-06-2020","36.90","36.90","36.90","36.90","614.99K","4.98%"
"26-06-2020","35.15","35.15","35.15","35.15","296.60K","4.93%"
"25-06-2020","33.50","33.50","33.50","33.50","329.81K","4.85%"
"24-06-2020","31.95","31.95","31.95","31.95","1.41M","4.93%"
"23-06-2020","30.45","30.45","30.45","29.50","8.48M","5.00%"
"22-06-2020","29.00","28.50","29.00","27.35","11.58M","9.85%"
"19-06-2020","26.40","25.90","26.40","25.55","2.18M","10.00%"
"18-06-2020","24.00","22.05","24.00","21.85","5.05M","9.84%"
"17-06-2020","21.85","21.85","22.50","21.40","1.76M","2.10%"
"16-06-2020","21.40","22.30","22.80","20.00","2.31M","-2.95%"
"15-06-2020","22.05","21.80","22.40","21.20","1.79M","1.15%"
"12-06-2020","21.80","20.55","22.05","20.50","2.39M","-1.13%"
"11-06-2020","22.05","22.10","23.20","21.70","3.21M","0.23%"
"10-06-2020","22.00","22.00","22.50","21.00","3.08M","-0.90%"
"09-06-2020","22.20","25.40","25.40","21.60","8.41M","-3.90%"
"08-06-2020","23.10","23.10","23.10","23.10","890.08K","10.00%"
"05-06-2020","21.00","20.35","21.00","20.05","1.75M","9.95%"
"04-06-2020","19.10","18.45","19.10","18.25","1.66M","4.95%"
"03-06-2020","18.20","18.35","18.40","17.90","2.05M","1.68%"
"02-06-2020","17.90","17.95","18.15","17.05","2.96M","2.58%"
"01-06-2020","17.45","16.90","17.55","16.80","2.37M","4.18%"
"29-05-2020","16.75","16.70","17.05","16.45","1.52M","1.52%"
"28-05-2020","16.50","17.25","17.35","16.40","4.93M","-0.30%"
"27-05-2020","16.55","15.25","16.55","15.05","3.82M","4.75%"
"26-05-2020","15.80","15.80","16.00","15.80","625.73K","-4.82%"
"22-05-2020","16.60","17.00","17.10","16.05","708.51K","-1.48%"
"21-05-2020","16.85","16.70","17.30","16.50","697.54K","1.20%"
"20-05-2020","16.65","17.40","17.40","16.55","1.22M","-4.31%"
"19-05-2020","17.40","18.90","18.90","17.30","900.44K","-4.40%"
"18-05-2020","18.20","19.05","19.05","17.90","1.07M","0.28%"
"15-05-2020","18.15","18.25","18.50","17.00","914.29K","1.68%"
"14-05-2020","17.85","17.85","18.05","17.30","1.56M","3.78%"
"13-05-2020","17.20","18.00","18.30","16.75","1.83M","-1.43%"
"12-05-2020","17.45","18.00","18.35","17.45","525.00K","-4.90%"
"11-05-2020","18.35","20.00","20.00","18.10","1.41M","-3.67%"
"08-05-2020","19.05","17.25","19.05","17.25","2.75M","4.96%"
"07-05-2020","18.15","18.15","18.15","18.15","179.27K","-4.97%"
"06-05-2020","19.10","19.10","19.10","19.10","142.78K","-4.98%"
"05-05-2020","20.10","20.10","20.10","20.10","222.53K","-4.96%"
"04-05-2020","21.15","21.15","21.15","21.15","324.47K","-4.94%"
"30-04-2020","22.25","23.80","23.80","21.60","6.05M","-1.98%"
"29-04-2020","22.70","22.70","22.70","22.70","288.41K","4.85%"
"28-04-2020","21.65","21.65","21.65","21.65","189.30K","4.84%"
"27-04-2020","20.65","20.65","20.65","20.65","261.17K","4.82%"
"24-04-2020","19.70","19.65","19.70","19.50","750.84K","4.79%"
"23-04-2020","18.80","18.60","18.80","18.30","598.65K","4.74%"
"22-04-2020","17.95","17.90","17.95","17.45","1.51M","4.97%"
"21-04-2020","17.10","16.90","17.10","15.50","5.48M","4.91%"
"20-04-2020","16.30","16.30","16.30","16.30","152.04K","4.82%"
"17-04-2020","15.55","15.55","15.55","15.55","272.80K","4.71%"
"16-04-2020","14.85","14.85","14.85","14.20","1.29M","4.95%"
"15-04-2020","14.15","14.15","14.15","14.10","505.57K","4.81%"
"13-04-2020","13.50","13.50","13.50","13.25","1.84M","4.65%"
"09-04-2020","12.90","12.90","12.90","12.90","722.32K","4.88%"
"08-04-2020","12.30","12.30","12.30","12.30","450.67K","4.68%"
"07-04-2020","11.75","11.75","11.75","11.75","660.55K","4.91%"
"03-04-2020","11.20","11.20","11.20","11.10","697.02K","4.67%"
"01-04-2020","10.70","10.60","10.70","10.50","505.49K","4.90%"
"31-03-2020","10.20","10.20","10.20","10.00","837.92K","4.62%"
"30-03-2020","9.75","9.10","9.75","8.90","1.74M","4.84%"
"27-03-2020","9.30","9.60","9.70","8.90","2.50M","-0.53%"
"26-03-2020","9.35","9.10","9.50","8.65","3.07M","3.31%"
"25-03-2020","9.05","9.05","9.10","9.05","866.64K","-4.74%"
"24-03-2020","9.50","9.95","9.95","9.50","441.67K","-4.52%"
"23-03-2020","9.95","9.95","9.95","9.95","284.75K","-4.78%"
"20-03-2020","10.45","10.20","11.20","10.20","6.21M","-2.34%"
"19-03-2020","10.70","10.70","10.80","10.70","728.93K","-4.89%"
"18-03-2020","11.25","12.05","12.10","11.25","1.70M","-4.66%"
"17-03-2020","11.80","12.40","12.60","11.80","2.67M","-4.84%"
"16-03-2020","12.40","12.35","13.35","12.35","3.22M","-4.25%"
"13-03-2020","12.95","12.90","13.90","12.90","3.92M","-4.43%"
"12-03-2020","13.55","13.55","13.55","13.55","494.08K","-4.91%"
"11-03-2020","14.25","14.80","15.80","13.85","4.87M","-6.25%"
"09-03-2020","15.20","15.30","15.75","15.20","1.41M","-9.79%"
"06-03-2020","16.85","17.95","18.00","16.85","5.09M","-9.89%"
"05-03-2020","18.70","18.50","18.95","18.05","2.38M","2.75%"
"04-03-2020","18.20","19.15","19.15","17.65","2.96M","-3.70%"
"03-03-2020","18.90","18.40","19.40","18.15","2.52M","2.72%"
"02-03-2020","18.40","20.00","20.10","17.60","3.34M","-1.87%"
"28-02-2020","18.75","20.00","20.00","18.60","3.07M","-7.64%"
"27-02-2020","20.30","21.45","21.60","20.10","2.51M","-5.36%"
"26-02-2020","21.45","22.30","22.30","20.95","2.57M","-3.60%"
"25-02-2020","22.25","23.00","23.25","21.65","2.44M","-2.41%"
"24-02-2020","22.80","22.90","23.80","22.55","3.07M","-2.36%"
"20-02-2020","23.35","22.90","24.35","22.25","5.69M","1.30%"
"19-02-2020","23.05","22.10","23.40","21.05","4.62M","5.25%"
"18-02-2020","21.90","21.70","22.30","20.90","5.53M","2.58%"
"17-02-2020","21.35","21.30","21.45","19.60","6.85M","9.49%"
"14-02-2020","19.50","20.70","21.15","19.20","3.24M","-6.47%"
"13-02-2020","20.85","19.30","21.15","19.00","4.04M","8.31%"
"12-02-2020","19.25","20.75","21.10","19.00","3.39M","-6.55%"
"11-02-2020","20.60","20.95","21.25","20.20","2.66M","-1.20%"
"10-02-2020","20.85","21.50","21.50","20.50","2.90M","-6.29%"
"07-02-2020","22.25","22.20","23.20","21.10","6.01M","2.06%"
"06-02-2020","21.80","19.90","21.80","19.65","11.99M","9.82%"
"05-02-2020","19.85","18.60","19.95","18.30","6.81M","4.47%"
"04-02-2020","19.00","19.00","19.70","19.00","4.61M","-4.76%"
"03-02-2020","19.95","20.25","20.80","19.95","3.32M","-4.77%"
"01-02-2020","20.95","22.20","22.40","20.80","2.59M","-4.12%"
"31-01-2020","21.85","22.40","22.90","21.60","3.45M","-1.58%"
"30-01-2020","22.20","23.75","23.95","21.85","7.39M","-3.27%"
"29-01-2020","22.95","22.50","22.95","22.00","4.26M","4.79%"
"28-01-2020","21.90","20.50","21.90","20.25","4.55M","4.78%"
"27-01-2020","20.90","21.95","21.95","20.90","3.35M","-4.78%"
"24-01-2020","21.95","22.35","22.50","21.55","7.83M","2.33%"
"23-01-2020","21.45","21.45","21.45","20.85","5.06M","4.89%"
"22-01-2020","20.45","20.00","20.45","19.55","3.96M","4.87%"
"21-01-2020","19.50","19.20","20.15","19.20","8.82M","-3.47%"
"20-01-2020","20.20","20.20","20.20","20.20","739.42K","-4.94%"
"17-01-2020","21.25","22.40","22.40","21.25","3.08M","-4.92%"
"16-01-2020","22.35","24.15","24.20","22.35","10.04M","-4.89%"
"15-01-2020","23.50","21.80","23.65","21.65","23.37M","4.21%"
"14-01-2020","22.55","22.55","22.55","22.55","732.92K","-4.85%"
"13-01-2020","23.70","23.70","24.60","23.70","6.23M","-4.82%"
"10-01-2020","24.90","24.90","24.95","24.90","3.33M","-4.96%"
"09-01-2020","26.20","27.10","27.55","26.20","4.54M","-4.90%"
"08-01-2020","27.55","27.55","28.15","27.55","1.19M","-4.84%"
"07-01-2020","28.95","29.25","30.40","28.95","2.37M","-4.93%"
"06-01-2020","30.45","30.60","31.25","30.45","1.56M","-4.99%"
"03-01-2020","32.05","32.95","32.95","30.75","7.00M","-0.93%"
"02-01-2020","32.35","32.00","32.35","30.30","8.24M","4.86%"
"01-01-2020","30.85","30.85","30.85","30.85","443.72K","4.93%"
